0,98.3318,187.8445,161.6682
0,97.9903,192.6983,162.0097
0,97.8364,195.974,162.1635
0,98.9851,200.2816,161.0149
0,98.698,203.4405,161.302
0,98.698,205.7379,161.302
0,98.9851,209.4712,161.0149
0,99.2723,212.9173,160.7277
0,99.8467,215.789,160.1533
0,100.1338,219.2351,159.8662
0,100.1338,222.6812,159.8662
0,100.1338,225.553,159.8662
0,99.8467,229.5734,160.1533
0,101.2825,232.7323,158.7175
0.98242,100.7082,234.3345,159.2918
0,100.7082,238.4758,159.2918
0,100.7082,241.6347,159.2918
0.69525,100.7082,242.6625,159.2918
5.5772,100.7082,240.9395,159.2918
10.4592,100.421,239.7908,159.579
15.054,101.2825,236.919,158.7175
21.3718,102.4312,232.6114,157.5688
24.8179,102.1441,230.6012,157.8559
28.264,101.5697,230.0268,158.4303
36.3049,103.0056,224.5705,156.9944
38.3151,102.4312,223.4218,157.5688
44.3458,102.4312,217.3912,157.5688
48.9406,103.2928,211.9348,156.7072
55.5456,102.7184,204.4683,157.2816
58.9917,103.0056,199.2992,156.9944
64.1608,103.8671,192.6942,156.1329
68.7556,104.4415,184.9404,155.5585
74.4991,104.1543,177.4739,155.8457
79.3811,104.1543,169.1458,155.8457
84.2631,104.4415,165.6997,155.5585
89.4322,105.303,164.551,154.697
94.027,105.8773,162.2536,154.1227
93.4526,105.8773,166.5613,154.1227
89.145,105.5902,172.8791,154.4098
85.4117,105.8773,178.3354,154.1227
82.2528,106.7389,182.0687,153.2611
79.6683,106.1645,184.9404,153.8355
76.2222,106.1645,187.525,153.8355
74.2119,106.7389,188.3865,153.2611
72.2017,107.026,188.6737,152.974
70.4787,106.7389,188.0994,153.2611
68.1813,107.3132,188.3865,152.6868
66.4582,107.6004,188.0994,152.3996
65.0224,107.8876,185.802,152.1124
63.2993,108.4619,183.2174,151.5381
62.1506,108.1747,181.7815,151.8253
58.4173,108.4619,181.7815,151.5381
56.6943,109.0363,179.7713,150.9637
54.1097,107.8876,178.9098,152.1124
52.3867,109.8978,176.8995,149.3308
50.6636,109.8978,175.4637,150.1022
48.9406,109.0363,173.1663,149.0436
46.356,109.8978,172.0176,148.4693
44.0586,111.0465,170.8689,145.8847
42.6227,111.0465,168.5715,144.736
39.751,110.7593,168.5715,145.0232
38.8895,112.4823,165.6997,140.4284
36.3049,111.6208,164.551,143.3001
35.1562,112.4823,162.5408,140.7156
33.7203,112.4823,161.3921,139.5669
31.1358,111.3337,159.9563,140.1412
30.2742,111.908,157.6589,139.2797
27.4025,113.0567,157.3717,137.5566
26.8281,113.9182,155.3615,136.4079
25.3923,114.7798,155.0743,134.3977
21.659,114.2054,156.223,134.3977
16.4899,114.2054,159.0947,132.6747
13.3309,113.9182,162.2536,131.526
8.1618,115.0669,163.9767,130.3773
3.2798,115.0669,167.4228,129.5157
0.69525,115.6413,165.9869,128.0799
0,116.79,163.2361,127.2183
0,116.2156,157.7798,124.921
0,117.3643,150.8876,123.7722
0,117.3643,144.5697,122.6235
0,118.2258,137.9647,121.1877
0,118.513,130.211,121.4748
0,118.2258,124.1803,120.9005
0,119.6617,124.4675,118.8903
0,120.2361,124.7547,117.7416
0,120.2361,95.4629,116.0185
0,125.9796,86.2733,110.275
0,129.7128,81.9657,109.1263
0,131.4359,77.0837,105.6803
0,132.2974,73.6376,104.2444
0,148.3792,67.0326,88.1626
0,148.092,61.2891,87.8754
0,148.092,56.1199,87.8754
0,171.3531,50.0893,65.1886
0,171.6403,43.1971,62.8912
0,171.3531,35.4434,63.7528
0,172.2147,28.264,64.3271
0,193.4656,20.7975,41.9275
0,192.8912,14.4796,42.789
0,193.7528,8.7361,41.3531
0,202.368,3.567,9.4768
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
